<Mickey_Rooney>	YAGOIMG00001
<John_Seale>	YAGOIMG09232
<Cookie's_Fortune>	YAGOIMG09233
<Sarajevo>	YAGOIMG09234
<City_University_of_New_York>	YAGOIMG09235
<28_Days_Later>	YAGOIMG09236
<John_Lennon>	YAGOIMG09237
<Jaws_(film)>	YAGOIMG09238
<Heather_Graham>	YAGOIMG09239
<Copley_Medal>	YAGOIMG09240
<Madagascar_(2005_film)>	YAGOIMG09241
<Nikola_Tesla>	YAGOIMG09242
<1982_Lebanon_War>	YAGOIMG09243
<Arthur_Wellesley,_1st_Duke_of_Wellington>	YAGOIMG09244
<Sandra_Bernhard>	YAGOIMG09245
<The_Church_of_Jesus_Christ_of_Latter-day_Saints>	YAGOIMG09246
<Marg_Helgenberger>	YAGOIMG09247
<JoBeth_Williams>	YAGOIMG09248
<Rot-Weiss_Essen>	YAGOIMG09249
<Liberal_Democrats_(UK)>	YAGOIMG09250
<Seongnam_FC>	YAGOIMG09251
<Scream_2>	YAGOIMG09252
<William_Goldman>	YAGOIMG09253
<Johnny_Lever>	YAGOIMG09254
<Limerick>	YAGOIMG09255
<The_Bodyguard_(1992_film)>	YAGOIMG09256
<Cormoran_Strike>	YAGOIMG09257
<University_of_San_Francisco>	YAGOIMG09258
<The_Prestige_(film)>	YAGOIMG09259
<Ronald_Bass>	YAGOIMG09260
<University_of_Kent>	YAGOIMG09261
<Cowboys_&_Aliens>	YAGOIMG09262
<Lancaster_University>	YAGOIMG09263
<Ottoman_Empire>	YAGOIMG09264
<American_Civil_War>	YAGOIMG09265
<Democratic_Republic_of_the_Congo>	YAGOIMG09266
<Jada_Pinkett_Smith>	YAGOIMG09267
<Breda>	YAGOIMG09268
<Benjamin_Britten>	YAGOIMG09269
<The_Stepford_Wives_(2004_film)>	YAGOIMG09270
<Billy_Corgan>	YAGOIMG09271
<George_Mason_University>	YAGOIMG09272
<SeeBeyond_Technology_Corporation>	YAGOIMG09273
<Claire_Danes>	YAGOIMG09274
<Dorothy_Spencer>	YAGOIMG09275
<The_Bourne_Legacy_(film)>	YAGOIMG09276
<Dearborn,_Michigan>	YAGOIMG09277
<Willy_Wonka_&_the_Chocolate_Factory>	YAGOIMG09278
<Jimmy_Smits>	YAGOIMG09279
<U.S._Route_66>	YAGOIMG09280
<The_Rolling_Stones>	YAGOIMG09281
<Cincinnati_Bearcats_football>	YAGOIMG09282
<T._Rajendar>	YAGOIMG09283
<Jared_Leto>	YAGOIMG09284
<Daytime_Emmy_Award_for_Outstanding_Younger_Actress_in_a_Drama_Series>	YAGOIMG09285
<Serena_Williams>	YAGOIMG09286
<Adelphi_University>	YAGOIMG09287
<Hebrew_language>	YAGOIMG09288
<William_Forsythe_(actor)>	YAGOIMG09289
<Bowling_Green,_Kentucky>	YAGOIMG09290
<Harrow,_London>	YAGOIMG09291
<Maura_Tierney>	YAGOIMG09292
<Michael_Curtiz>	YAGOIMG09293
<Chicago_metropolitan_area>	YAGOIMG09294
<Norfolk>	YAGOIMG09295
<Hope_Springs_(2012_film)>	YAGOIMG09296
<RC_Lens>	YAGOIMG09297
<Grand_Teton_National_Park>	YAGOIMG09298
<Treviso>	YAGOIMG09299
<Richard_Pryor>	YAGOIMG09300
<European_theatre_of_World_War_I>	YAGOIMG09301
<Saint_Joseph's_University>	YAGOIMG09302
<The_Invasion_(film)>	YAGOIMG09303
<Jackson_Browne>	YAGOIMG09304
<Newburyport,_Massachusetts>	YAGOIMG09305
<Battle_of_Britain_(film)>	YAGOIMG09306
<Jay_Baruchel>	YAGOIMG09307
<Rob_Lowe>	YAGOIMG09308
<Thelma_Schoonmaker>	YAGOIMG09309
<Rick_Nowels>	YAGOIMG09310
<Christopher_Nolan>	YAGOIMG09311
<Brunswick_County,_North_Carolina>	YAGOIMG09312
<Jennifer_Connelly>	YAGOIMG09313
<College_of_the_Holy_Cross>	YAGOIMG09314
<The_Who>	YAGOIMG09315
<Montana>	YAGOIMG09316
<Ronald_Reagan>	YAGOIMG09317
<Museo_del_Prado>	YAGOIMG09318
<David_Hume>	YAGOIMG09319
<Terence_Winter>	YAGOIMG09320
<Judas_Priest>	YAGOIMG09321
<Blackpool>	YAGOIMG09322
<Long_Branch,_New_Jersey>	YAGOIMG09323
<Missouri_State_University>	YAGOIMG09324
<Amitabh_Bachchan>	YAGOIMG09325
<Rushmore_(film)>	YAGOIMG09326
<Council_of_Europe>	YAGOIMG09327
<John_Dewey>	YAGOIMG09328
<Manitoba>	YAGOIMG09329
<Tuscola_County,_Michigan>	YAGOIMG09330
<Texas_Tech_University>	YAGOIMG09331
<Georges_Delerue>	YAGOIMG09332
<Linda_Perry>	YAGOIMG09333
<Manisha_Koirala>	YAGOIMG09334
<Screen_Actors_Guild_Award_for_Outstanding_Performance_by_an_Ensemble_in_a_Comedy_Series>	YAGOIMG09335
<Egypt>	YAGOIMG09336
<Donna_Summer>	YAGOIMG09337
<A_Very_Long_Engagement>	YAGOIMG09338
<A_Place_in_Time>	YAGOIMG09339
<Freddie_Francis>	YAGOIMG09340
<TriStar_Pictures>	YAGOIMG09341
<Chris_Nurse>	YAGOIMG09342
<Parkersburg,_West_Virginia>	YAGOIMG09343
<True_Blood>	YAGOIMG09344
<Jayma_Mays>	YAGOIMG09345
<Cambria_County,_Pennsylvania>	YAGOIMG09346
<Corbin_Bernsen>	YAGOIMG09347
<Andy_Griffith>	YAGOIMG09348
<AFC_Ajax>	YAGOIMG09349
<Justin_Spitzer>	YAGOIMG09350
<George_H._W._Bush>	YAGOIMG09351
<Gone_with_the_Wind_(film)>	YAGOIMG09352
<Regis_Philbin>	YAGOIMG09353
<Brandon,_Manitoba>	YAGOIMG09354
<County_Galway>	YAGOIMG09355
<Rani_Mukerji>	YAGOIMG09356
<Friedrich_Hollaender>	YAGOIMG09357
<Cairns>	YAGOIMG09358
<Latvia>	YAGOIMG09359
<Makati>	YAGOIMG09360
<Airport_(1970_film)>	YAGOIMG09361
<Irving_Thalberg>	YAGOIMG09362
<Drake_Bell>	YAGOIMG09363
<William_Baldwin>	YAGOIMG09364
<Jonathan_Winters>	YAGOIMG09365
<Andre_Jacquemetton>	YAGOIMG09366
<Khyber_Pakhtunkhwa>	YAGOIMG09367
<Primary_Colors_(film)>	YAGOIMG09368
<Alternative_Tentacles>	YAGOIMG09369
<Goldie_Hawn>	YAGOIMG09370
<Clea_DuVall>	YAGOIMG09371
<Ryan_Phillippe>	YAGOIMG09372
<University_of_Kansas>	YAGOIMG09373
<County_Roscommon>	YAGOIMG09374
<Sedgwick_County,_Kansas>	YAGOIMG09375
<SK_Brann>	YAGOIMG09376
<New_York,_I_Love_You>	YAGOIMG09377
<Iran_national_football_team>	YAGOIMG09378
<Sierra_Leone_national_football_team>	YAGOIMG09379
<Tupac_Shakur>	YAGOIMG09380
<American_Psycho_(film)>	YAGOIMG09381
<George_S._Clinton>	YAGOIMG09382
<Shadowlands_(1993_film)>	YAGOIMG09383
<Indiana>	YAGOIMG09384
<The_Invention_of_Lying>	YAGOIMG09385
<Lalita_Pawar>	YAGOIMG09386
<Rod_Stewart>	YAGOIMG09387
<George_Washington_University>	YAGOIMG09388
<Providence,_Rhode_Island>	YAGOIMG09389
<Michelle_Williams_(actress)>	YAGOIMG09390
<Gale_Anne_Hurd>	YAGOIMG09391
<Chungking_Express>	YAGOIMG09392
<The_Shipping_News_(film)>	YAGOIMG09393
<Kristin_Davis>	YAGOIMG09394
<Terry_Pratchett's_The_Colour_of_Magic>	YAGOIMG09395
<Babyface_(musician)>	YAGOIMG09396
<Mobile_Suit_Gundam>	YAGOIMG09397
<Juliette_Lewis>	YAGOIMG09398
<March_of_the_Penguins>	YAGOIMG09399
<Uruguay>	YAGOIMG09400
<Topsy-Turvy>	YAGOIMG09401
<Manivannan>	YAGOIMG09402
<Beverly_Hills,_90210>	YAGOIMG09403
<Josh_Freese>	YAGOIMG09404
<Mike_Barker_(producer)>	YAGOIMG09405
<New_England>	YAGOIMG09406
<Graz>	YAGOIMG09407
<Joel_Silver>	YAGOIMG09408
<New_Hampshire's_2nd_congressional_district>	YAGOIMG09409
<Great_Falls,_Montana>	YAGOIMG09410
<UPN>	YAGOIMG09411
<Coronado,_California>	YAGOIMG09412
<Kenan_Thompson>	YAGOIMG09413
<Pete_Townshend>	YAGOIMG09414
<Loretta_Lynn>	YAGOIMG09415
<Dom_DeLuise>	YAGOIMG09416
<United_Airlines>	YAGOIMG09417
<Maury_Chaykin>	YAGOIMG09418
<Greek_language>	YAGOIMG09419
<San_Francisco_Giants>	YAGOIMG09420
<Oregon_Ducks_football>	YAGOIMG09421
<Date_Night>	YAGOIMG09422
<University_of_Ghana>	YAGOIMG09423
<Lyndsy_Fonseca>	YAGOIMG09424
<Swansea_University>	YAGOIMG09425
<David_Angell>	YAGOIMG09426
<Aruna_Irani>	YAGOIMG09427
<Martine_McCutcheon>	YAGOIMG09428
<Bryan_Burk>	YAGOIMG09429
<Analyze_This>	YAGOIMG09430
<Manhattan,_Kansas>	YAGOIMG09431
<Clark_County,_Nevada>	YAGOIMG09432
<Vin_Diesel>	YAGOIMG09433
<Red_Star_Belgrade>	YAGOIMG09434
<Nebula_Award_for_Best_Novel>	YAGOIMG09435
<Yuma,_Arizona>	YAGOIMG09436
<Dave_Matthews>	YAGOIMG09437
<Kyra_Sedgwick>	YAGOIMG09438
<The_Virgin_Suicides_(film)>	YAGOIMG09439
<Jerome_Kern>	YAGOIMG09440
<Joe_Satriani>	YAGOIMG09441
<Lexington,_Kentucky>	YAGOIMG09442
<Apollo_13_(film)>	YAGOIMG09443
<Nintendo_Entertainment_System>	YAGOIMG09444
<Lausanne>	YAGOIMG09445
<Eagle_County,_Colorado>	YAGOIMG09446
<Don_Cheadle>	YAGOIMG09447
<Walk_the_Line>	YAGOIMG09448
<Oregon_State_Beavers_football>	YAGOIMG09449
<Anthony_(film_editor)>	YAGOIMG09450
<108th_United_States_Congress>	YAGOIMG09451
<Tak_Fujimoto>	YAGOIMG09452
<Azerbaijan>	YAGOIMG09453
<Sharmila_Tagore>	YAGOIMG09454
<Sunnyvale,_California>	YAGOIMG09455
<The_Taking_of_Pelham_123_(2009_film)>	YAGOIMG09456
<Jamestown,_New_York>	YAGOIMG09457
<2000_Cannes_Film_Festival>	YAGOIMG09458
<Ontario_County,_New_York>	YAGOIMG09459
<Catherine_Keener>	YAGOIMG09460
<A.C._Perugia_Calcio>	YAGOIMG09461
<Uxbridge,_Massachusetts>	YAGOIMG09462
<Hello,_Dolly!_(film)>	YAGOIMG09463
<Superman_III>	YAGOIMG09464
<HAL_Laboratory>	YAGOIMG09465
<Ben_Stein>	YAGOIMG09466
<California_Institute_of_the_Arts>	YAGOIMG09467
<Buncombe_County,_North_Carolina>	YAGOIMG09468
<Oahu>	YAGOIMG09469
<London_Symphony_Orchestra>	YAGOIMG09470
<Brendan_Gleeson>	YAGOIMG09471
<Eddie_Vedder>	YAGOIMG09472
<Lynchburg,_Virginia>	YAGOIMG09473
<Surrey>	YAGOIMG09474
<Anne_Arundel_County,_Maryland>	YAGOIMG09475
<Washington_(state)>	YAGOIMG09476
<David_Krumholtz>	YAGOIMG09477
<Babe_(film)>	YAGOIMG09478
<Tombstone_(film)>	YAGOIMG09479
<Drea_de_Matteo>	YAGOIMG09480
<Alfred_Molina>	YAGOIMG09481
<Casino_Royale_(2006_film)>	YAGOIMG09482
<The_Spiderwick_Chronicles_(film)>	YAGOIMG09483
<John_Dingell>	YAGOIMG09484
<Larry_Hagman>	YAGOIMG09485
<Fatal_Attraction>	YAGOIMG09486
<Garry_Shandling>	YAGOIMG09487
<Jeetendra>	YAGOIMG09488
<Contraband_(2012_film)>	YAGOIMG09489
<Los_Angeles_Lakers>	YAGOIMG09490
<Hereford>	YAGOIMG09491
<William_Gibson>	YAGOIMG09492
<Art_Center_College_of_Design>	YAGOIMG09493
<American_Zoetrope>	YAGOIMG09494
<Sirius_Satellite_Radio>	YAGOIMG09495
<Felicity_Huffman>	YAGOIMG09496
<Herbert_Stothart>	YAGOIMG09497
<Mary_Shelley>	YAGOIMG09498
<44th_Annual_Grammy_Awards>	YAGOIMG09499
<Cornwall>	YAGOIMG09500
<The_Culinary_Institute_of_America>	YAGOIMG09501
<How_to_Train_Your_Dragon_(film)>	YAGOIMG09502
<Chuck_(TV_series)>	YAGOIMG09503
<History_(U.S._TV_channel)>	YAGOIMG09504
<Marc_Anthony>	YAGOIMG09505
<Calgary_Stampeders>	YAGOIMG09506
<Billy_Idol>	YAGOIMG09507
<Irvine,_North_Ayrshire>	YAGOIMG09508
<Mario_Kassar>	YAGOIMG09509
<H._P._Lovecraft>	YAGOIMG09510
<Peter_Farrelly>	YAGOIMG09511
<William_S._Burroughs>	YAGOIMG09512
<John_Carradine>	YAGOIMG09513
<William_Morris>	YAGOIMG09514
<Gene_Colan>	YAGOIMG09515
<Elizabeth_Daily>	YAGOIMG09516
<Kathryn_Bigelow>	YAGOIMG09517
<Battle_of_Passchendaele>	YAGOIMG09518
<Gerard_Butler>	YAGOIMG09519
<49th_Annual_Grammy_Awards>	YAGOIMG09520
<Demi_Moore>	YAGOIMG09521
<FK_Vojvodina>	YAGOIMG09522
<2006_NBA_draft>	YAGOIMG09523
<Seth_MacFarlane>	YAGOIMG09524
<The_Iron_Lady_(film)>	YAGOIMG09525
<Being_Julia>	YAGOIMG09526
<Eastbourne>	YAGOIMG09527
<McMaster_University>	YAGOIMG09528
<David_Kreizman>	YAGOIMG09529
<Venu_Madhav_(actor)>	YAGOIMG09530
<Margaret_Cho>	YAGOIMG09531
<Stephen_Chow>	YAGOIMG09532
<Cuba>	YAGOIMG09533
<Q-Tip_(musician)>	YAGOIMG09534
<The_Incredible_Hulk_(film)>	YAGOIMG09535
<Jefferson_County,_Kentucky>	YAGOIMG09536
<Lesotho>	YAGOIMG09537
<Ridgefield,_Connecticut>	YAGOIMG09538
<Bali>	YAGOIMG09539
<York_County,_Maine>	YAGOIMG09540
<University_of_Allahabad>	YAGOIMG09541
<62nd_Academy_Awards>	YAGOIMG09542
<FC_Istres>	YAGOIMG09543
<Kevin_Williamson_(screenwriter)>	YAGOIMG09544
<Pinocchio_(2002_film)>	YAGOIMG09545
<Madrid>	YAGOIMG09546
<Mongolia>	YAGOIMG09547
<Kevin_Kline>	YAGOIMG09548
<George_Hamilton_(actor)>	YAGOIMG09549
<Pauly_Shore>	YAGOIMG09550
<41st_Academy_Awards>	YAGOIMG09551
<University_of_Calgary>	YAGOIMG09552
<Joyce_Carol_Oates>	YAGOIMG09553
<SpongeBob_SquarePants>	YAGOIMG09554
<Santa_Fe_Province>	YAGOIMG09555
<Boman_Irani>	YAGOIMG09556
<Danny_Elfman>	YAGOIMG09557
<Michel_Colombier>	YAGOIMG09558
<Columbus,_Georgia>	YAGOIMG09559
<Providence_County,_Rhode_Island>	YAGOIMG09560
<University_of_Dhaka>	YAGOIMG09561
<National_Taiwan_University>	YAGOIMG09562
<University_of_Alabama_at_Birmingham>	YAGOIMG09563
<Kim_Cattrall>	YAGOIMG09564
<Bill_Wyman>	YAGOIMG09565
<He's_Just_Not_That_Into_You_(film)>	YAGOIMG09566
<Martin_Freeman>	YAGOIMG09567
<Mohnish_Bahl>	YAGOIMG09568
<Jaco_Pastorius>	YAGOIMG09569
<Lou_Reed>	YAGOIMG09570
<Orlando_Bloom>	YAGOIMG09571
<Israel>	YAGOIMG09572
<Christopher_Guest>	YAGOIMG09573
<Thilakan>	YAGOIMG09574
<Milla_Jovovich>	YAGOIMG09575
<Ralph_Vaughan_Williams>	YAGOIMG09576
<San_Diego_Padres>	YAGOIMG09577
<Spain>	YAGOIMG09578
<Charles_Baudelaire>	YAGOIMG09579
<Bernard_Herrmann>	YAGOIMG09580
<Kansas_City_Chiefs>	YAGOIMG09581
<Jennifer_Lawrence>	YAGOIMG09582
<Primetime_Emmy_Award_for_Outstanding_Comedy_Series>	YAGOIMG09583
<Joplin,_Missouri>	YAGOIMG09584
<Radiohead>	YAGOIMG09585
<Dimitri_Tiomkin>	YAGOIMG09586
<PolyGram_Filmed_Entertainment>	YAGOIMG09587
<Carter_Burwell>	YAGOIMG09588
<Queen_Mary_University_of_London>	YAGOIMG09589
<Birmingham>	YAGOIMG09590
<Stoke_City_F.C.>	YAGOIMG09591
<Columbus_Blue_Jackets>	YAGOIMG09592
<Carol_Kane>	YAGOIMG09593
<Virgin_Group>	YAGOIMG09594
<Wichita_Falls,_Texas>	YAGOIMG09595
<Jess_Harnell>	YAGOIMG09596
<Steve_Tisch>	YAGOIMG09597
<Mammootty>	YAGOIMG09598
<The_Sweet_Hereafter_(film)>	YAGOIMG09599
<The_X-Files>	YAGOIMG09600
<Danger_Mouse_(musician)>	YAGOIMG09601
<Dogville>	YAGOIMG09602
<Vampire_Knight>	YAGOIMG09603
<Lesley_Sharp>	YAGOIMG09604
<Edmonton_Oilers>	YAGOIMG09605
<Wake_Forest_University>	YAGOIMG09606
<Hartlepool>	YAGOIMG09607
<Encino,_Los_Angeles>	YAGOIMG09608
<University_of_Zurich>	YAGOIMG09609
<Walter_Hill_(director)>	YAGOIMG09610
<The_Yards>	YAGOIMG09611
<Willie_D._Burton>	YAGOIMG09612
<Indiana_State_University>	YAGOIMG09613
<Middlesex_University>	YAGOIMG09614
<Melissa_Leo>	YAGOIMG09615
<Minnesota_Timberwolves>	YAGOIMG09616
<Jim_Morrison>	YAGOIMG09617
<David_Dhawan>	YAGOIMG09618
<Konyaspor>	YAGOIMG09619
<Starship_Troopers_(film)>	YAGOIMG09620
<Charo_Santos-Concio>	YAGOIMG09621
<West_Bromwich_Albion_F.C.>	YAGOIMG09622
<Democratic-Republican_Party>	YAGOIMG09623
<Kingston_upon_Hull>	YAGOIMG09624
<Leamington_Spa>	YAGOIMG09625
<Danny_Smith_(writer)>	YAGOIMG09626
<PIAS_Recordings>	YAGOIMG09627
<George_Frideric_Handel>	YAGOIMG09628
<Finnish_language>	YAGOIMG09629
<Bob_Balaban>	YAGOIMG09630
<Chris_Carter_(screenwriter)>	YAGOIMG09631
<Guadalajara>	YAGOIMG09632
<Eastern_Illinois_University>	YAGOIMG09633
<Erfurt>	YAGOIMG09634
<Lisa_Connor>	YAGOIMG09635
<University_of_Tehran>	YAGOIMG09636
<Leon_Shamroy>	YAGOIMG09637
<Sanjay_Dutt>	YAGOIMG09638
<Universal_Records_(defunct_record_label)>	YAGOIMG09639
<Hotel_Transylvania_3>	YAGOIMG09640
<Confederate_States_of_America>	YAGOIMG09641
<The_Fabulous_Baker_Boys>	YAGOIMG09642
<Wally_Wingert>	YAGOIMG09643
<Frank_Spotnitz>	YAGOIMG09644
<Crispin_Glover>	YAGOIMG09645
<Brooklyn_Nets>	YAGOIMG09646
<Logan,_Utah>	YAGOIMG09647
<Tim_Duncan>	YAGOIMG09648
<Kilmarnock>	YAGOIMG09649
<Philosophy_of_science>	YAGOIMG09650
<Pier_Paolo_Pasolini>	YAGOIMG09651
<Busan_IPark>	YAGOIMG09652
<Dennis_Quaid>	YAGOIMG09653
<Winnipeg>	YAGOIMG09654
<Giant_(1956_film)>	YAGOIMG09655
<2004_NBA_draft>	YAGOIMG09656
<NBA_Finals>	YAGOIMG09657
<Islamabad>	YAGOIMG09658
<University_of_Michigan>	YAGOIMG09659
<Manish_Malhotra>	YAGOIMG09660
<Gustavo_Cerati>	YAGOIMG09661
<Atlantic_County,_New_Jersey>	YAGOIMG09662
<Corinne_Bailey_Rae>	YAGOIMG09663
<Sire_Records>	YAGOIMG09664
<Seth_Green>	YAGOIMG09665
<Monsoon_Wedding>	YAGOIMG09666
<Blizzard_Entertainment>	YAGOIMG09667
<Milton_Friedman>	YAGOIMG09668
<Auburn_Tigers_football>	YAGOIMG09669
<Sylvester_Stallone>	YAGOIMG09670
<The_Silence_of_the_Lambs_(film)>	YAGOIMG09671
<Oklahoma>	YAGOIMG09672
<Cynthia_Watros>	YAGOIMG09673
<Villanova_University>	YAGOIMG09674
<Provisional_Irish_Republican_Army>	YAGOIMG09675
<North_Dakota_State_University>	YAGOIMG09676
<Liam_O'Brien>	YAGOIMG09677
<Ed_Harris>	YAGOIMG09678
<Cagliari_Calcio>	YAGOIMG09679
<County_Waterford>	YAGOIMG09680
<Jerry_Herman>	YAGOIMG09681
<Soviet_Union>	YAGOIMG09682
<Evansville,_Indiana>	YAGOIMG09683
<Clark_University>	YAGOIMG09684
<1988_Winter_Olympics>	YAGOIMG09685
<Tom_Fontana>	YAGOIMG09686
<Shelley_Winters>	YAGOIMG09687
<Benjamin_Franklin>	YAGOIMG09688
<Fashion_Institute_of_Technology>	YAGOIMG09689
<British_Virgin_Islands>	YAGOIMG09690
<New_York>	YAGOIMG09691
<Angels_in_America_(miniseries)>	YAGOIMG09692
<San_Francisco_State_University>	YAGOIMG09693
<Buffalo,_New_York>	YAGOIMG09694
<Fred_Ward>	YAGOIMG09695
<Ramsey_County,_Minnesota>	YAGOIMG09696
<Precious_(film)>	YAGOIMG09697
<Isaac_Asimov>	YAGOIMG09698
<Padua>	YAGOIMG09699
<ECW_Hardcore_TV>	YAGOIMG09700
<Men_in_Black_(film)>	YAGOIMG09701
<Timbaland>	YAGOIMG09702
<The_Country_Girl_(1954_film)>	YAGOIMG09703
<Paula_Abdul>	YAGOIMG09704
<Binghamton,_New_York>	YAGOIMG09705
<Penzance>	YAGOIMG09706
<Royal_Gold_Medal>	YAGOIMG09707
<New_York_University_School_of_Law>	YAGOIMG09708
<Gordon_Willis>	YAGOIMG09709
<Republic_of_the_Congo>	YAGOIMG09710
<Will_Ferrell>	YAGOIMG09711
<John_Varley_(author)>	YAGOIMG09712
<Jackie_Robinson>	YAGOIMG09713
<Luton_Town_F.C.>	YAGOIMG09714
<Syracuse_Orange_football>	YAGOIMG09715
<Alan_J._Pakula>	YAGOIMG09716
<Howard_Hughes>	YAGOIMG09717
<APOEL_FC>	YAGOIMG09718
<Sonora>	YAGOIMG09719
<Masada_(miniseries)>	YAGOIMG09720
<Monty_Python>	YAGOIMG09721
<Peter_Boyle>	YAGOIMG09722
<Chris_Thomas_King>	YAGOIMG09723
<William_Shatner>	YAGOIMG09724
<National_Park_Service>	YAGOIMG09725
<Munhwa_Broadcasting_Corporation>	YAGOIMG09726
<Lois_McMaster_Bujold>	YAGOIMG09727
<Jack_Nicholson>	YAGOIMG09728
<The_Road_(2009_film)>	YAGOIMG09729
<Academy_Award_for_Best_Original_Song>	YAGOIMG09730
<Saginaw_County,_Michigan>	YAGOIMG09731
<Steven_Zaillian>	YAGOIMG09732
<16th_Screen_Actors_Guild_Awards>	YAGOIMG09733
<David_Duchovny>	YAGOIMG09734
<Luke_Wilson>	YAGOIMG09735
<Dallas_Stars>	YAGOIMG09736
<Chile_national_football_team>	YAGOIMG09737
<Jurassic_Park_(film)>	YAGOIMG09738
<Yakima_County,_Washington>	YAGOIMG09739
<Love_Affair_(1994_film)>	YAGOIMG09740
<Anaheim_Ducks>	YAGOIMG09741
<Moneyball_(film)>	YAGOIMG09742
<Rome>	YAGOIMG09743
<Reliance_Entertainment>	YAGOIMG09744
<The_Blind_Side_(film)>	YAGOIMG09745
<Frasier>	YAGOIMG09746
<Braveheart>	YAGOIMG09747
<Lee_Majors>	YAGOIMG09748
<University_of_Memphis>	YAGOIMG09749
<Order_of_the_Elephant>	YAGOIMG09750
<A_Midsummer_Night's_Dream_(1999_film)>	YAGOIMG09751
<Richard_Taylor_(filmmaker)>	YAGOIMG09752
<Oslo.>	YAGOIMG09753
<Neftçi_PFK>	YAGOIMG09754
<Los_Angeles_International_Airport>	YAGOIMG09755
<Uttar_Pradesh>	YAGOIMG09756
<Santa_Cruz_County,_California>	YAGOIMG09757
<Roman_Republic>	YAGOIMG09758
<Katharine_Hepburn>	YAGOIMG09759
<Edward_Fox_(actor)>	YAGOIMG09760
<San_Diego_State_University>	YAGOIMG09761
<Royal_Navy>	YAGOIMG09762
<Before_the_Devil_Knows_You're_Dead>	YAGOIMG09763
<City_College_of_New_York>	YAGOIMG09764
<D._H._Lawrence>	YAGOIMG09765
<Tijuana>	YAGOIMG09766
<BAFTA_Award_for_Best_Editing>	YAGOIMG09767
<Ian_McKellen>	YAGOIMG09768
<American_Masters>	YAGOIMG09769
<Crispin_Freeman>	YAGOIMG09770
<Ayako_Kawasumi>	YAGOIMG09771
<Michael_Apted>	YAGOIMG09772
<David_Petraeus>	YAGOIMG09773
<Basel>	YAGOIMG09774
<Sony_Pictures_Classics>	YAGOIMG09775
<Anthony_Kiedis>	YAGOIMG09776
<Wayne_State_University>	YAGOIMG09777
<David_Michôd>	YAGOIMG09778
<Alex_Borstein>	YAGOIMG09779
<The_Manchurian_Candidate_(2004_film)>	YAGOIMG09780
<Bobby_Wolff>	YAGOIMG09781
<Alec_Guinness>	YAGOIMG09782
<Edmonton_Eskimos>	YAGOIMG09783
<Washington_County,_New_York>	YAGOIMG09784
<Edward_Dmytryk>	YAGOIMG09785
<Showtime_(TV_network)>	YAGOIMG09786
<Ecuador>	YAGOIMG09787
<Humberto_Gatica>	YAGOIMG09788
<United_States_Secretary_of_the_Treasury>	YAGOIMG09789
<Today_(U.S._TV_program)>	YAGOIMG09790
<Louisiana>	YAGOIMG09791
<Schleswig-Holstein>	YAGOIMG09792
<Duval_County,_Florida>	YAGOIMG09793
<Robert_Smith_(musician)>	YAGOIMG09794
<Ethiopian_Empire>	YAGOIMG09795
<Lionel_Barrymore>	YAGOIMG09796
<Cornell_University>	YAGOIMG09797
<Hattiesburg,_Mississippi>	YAGOIMG09798
<Jean-Luc_Godard>	YAGOIMG09799
<Owen_Wilson>	YAGOIMG09800
<Justina_Machado>	YAGOIMG09801
<The_Singing_Detective>	YAGOIMG09802
<The_Adventures_of_Tintin_(film)>	YAGOIMG09803
<Caroline_Records>	YAGOIMG09804
<Hemel_Hempstead>	YAGOIMG09805
<Trevor_Rabin>	YAGOIMG09806
<68th_Academy_Awards>	YAGOIMG09807
<AS_Monaco_FC>	YAGOIMG09808
<South_Korea_national_under-20_football_team>	YAGOIMG09809
<Davis,_California>	YAGOIMG09810
<Nelly_Furtado>	YAGOIMG09811
<Fran_Drescher>	YAGOIMG09812
<Woody_Harrelson>	YAGOIMG09813
<Irving_Berlin>	YAGOIMG09814
<Metallica>	YAGOIMG09815
<John_Rawls>	YAGOIMG09816
<Quadrophenia_(film)>	YAGOIMG09817
<Chiswick>	YAGOIMG09818
<Big_Miracle>	YAGOIMG09819
<Maricopa_County,_Arizona>	YAGOIMG09820
<Epic_Movie>	YAGOIMG09821
<Luci_Christian>	YAGOIMG09822
<University_of_Cape_Town>	YAGOIMG09823
<Calvados_(department)>	YAGOIMG09824
<Ellen_Pompeo>	YAGOIMG09825
<Tom_Wolfe>	YAGOIMG09826
<City_Slickers>	YAGOIMG09827
<The_Messenger_(2009_film)>	YAGOIMG09828
<Silvio_Horta>	YAGOIMG09829
<Coldplay>	YAGOIMG09830
<Wuhan>	YAGOIMG09831
<Shatrughan_Sinha>	YAGOIMG09832
<University_of_Pennsylvania>	YAGOIMG09833
<Rochester_Institute_of_Technology>	YAGOIMG09834
<Paul_Soloway>	YAGOIMG09835
<Silent_Hill_(film)>	YAGOIMG09836
<Columbia_University_Graduate_School_of_Journalism>	YAGOIMG09837
<Earache_Records>	YAGOIMG09838
<Hal_Roach>	YAGOIMG09839
<Scatman_Crothers>	YAGOIMG09840
<Kingdom_of_France>	YAGOIMG09841
<The_Gathering_Storm_(2002_film)>	YAGOIMG09842
<Death_Row_Records>	YAGOIMG09843
<Eyes_Wide_Shut>	YAGOIMG09844
<University_of_Hartford>	YAGOIMG09845
<Teri_Hatcher>	YAGOIMG09846
<Kassel>	YAGOIMG09847
<Kingdom_of_Heaven_(film)>	YAGOIMG09848
